period,org_code,org_name,region,attendances_type1,attendances_type2,attendances_type3,attendances_type1_booked,attendances_type2_booked,attendances_type3_booked,over_4hrs_type1,over_4hrs_type2,over_4hrs_type3,over_4hrs_type1_booked,over_4hrs_type2_booked,over_4hrs_type3_booked,wait_4_12h_dta,wait_12h_plus_dta,emergency_admissions_type1,emergency_admissions_type2,emergency_admissions_type3,emergency_admissions_other,total_attendances,total_over_4_hours,in_4_hours,pct_in_4_hours,total_emergency_admissions,source_file
2026-01-01,RN7,DARTFORD AND GRAVESHAM NHS TRUST,NHS ENGLAND SOUTH EAST,11427,0,3776,0,0,0,3042,0,28,0,0,0,536,502,3691,0,0,317,15203,3070,12133,79.80661711504308,4008,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,9849,0,3832,0,0,668,3750,0,62,0,0,0,2570,117,3516,0,0,2634,14349,3812,10537,73.43368875879852,6150,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,8906,0,1543,13,0,0,4344,0,39,6,0,0,635,603,2031,0,0,393,10462,4389,6073,58.04817434524947,2424,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,10704,0,8591,0,0,0,4181,0,8,0,0,0,614,647,1924,0,0,436,19295,4189,15106,78.28971236071521,2360,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS,10676,627,2109,0,0,0,4333,15,82,0,0,0,407,923,2445,0,0,494,13412,4430,8982,66.96987772144348,2939,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,0,0,3872,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,3872,118,3754,96.95247933884298,0,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RNZ,SALISBURY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,4691,339,2028,210,0,0,2163,0,0,96,0,0,434,171,1455,0,0,1008,7268,2259,5009,68.91854705558613,2463,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,13844,0,3975,0,0,0,5716,0,2,0,0,0,1288,339,4067,0,287,1063,17819,5718,12101,67.91065716370167,5417,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,0,5617,0,0,0,0,0,271,0,0,0,0,0,0,0,1,0,233,5617,271,5346,95.17536051272921,234,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RPA,MEDWAY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,9581,0,5547,256,0,1087,4097,0,766,70,0,0,312,869,1796,0,0,424,16471,4933,11538,70.05039159735293,2220,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,0,0,1167,0,0,0,0,0,4,0,0,0,0,0,0,0,8,462,1167,4,1163,99.65724078834619,470,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,4501,0,0,0,0,0,1009,0,0,0,0,0,33,4,688,0,0,225,4501,1009,3492,77.58275938680293,913,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,NHS ENGLAND LONDON,20360,0,6587,670,0,0,6068,0,197,0,0,0,1360,54,2857,0,0,309,27617,6265,21352,77.31469746895029,3166,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,NHS ENGLAND EAST OF ENGLAND,8998,0,2423,0,0,567,2254,0,0,0,0,0,511,322,2013,0,1,305,11988,2254,9734,81.19786453119787,2319,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND LONDON,11326,0,0,0,0,0,2399,0,0,0,0,0,322,36,1919,0,0,342,11326,2399,8927,78.8186473600565,2261,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,5916,0,4193,34,0,5,3081,0,38,15,0,1,1068,12,1705,0,0,50,10148,3135,7013,69.10721324398897,1755,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,18079,749,10990,91,0,421,7513,0,339,32,0,0,1129,1030,3663,0,0,1225,30330,7884,22446,74.00593471810089,4888,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RRF,"WRIGHTINGTON, WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST",NHS ENGLAND NORTH WEST,7503,0,4746,0,0,0,4108,0,99,0,0,0,540,567,1869,0,0,443,12249,4207,8042,65.65433912972487,2312,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,33649,343,3187,0,0,215,14514,0,33,0,0,2,2517,2076,10758,0,0,7742,37394,14549,22845,61.09268866663101,18500,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND LONDON,13308,0,0,470,0,0,4256,0,0,0,0,0,394,317,1416,0,0,274,13778,4256,9522,69.11017564232834,1690,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,11948,1561,7137,0,0,1371,5103,66,135,0,0,0,669,26,3985,40,0,2948,22017,5304,16713,75.90952445837307,6973,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,13205,0,0,426,0,0,5315,0,0,98,0,0,318,543,2920,0,0,3149,13631,5413,8218,60.28904702516323,6069,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,10331,0,12185,0,0,0,3062,0,0,0,0,0,99,0,3938,0,13,426,22516,3062,19454,86.40078166637058,4377,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,20357,0,8577,1135,0,50,9961,0,3,272,0,0,1085,1544,3972,0,0,2155,30119,10236,19883,66.01480792855008,6127,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,12324,1803,3448,1720,0,202,3953,0,53,350,0,20,620,23,5288,80,13,4730,19497,4376,15121,77.55552136226086,10111,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,7877,0,2653,0,0,0,4216,0,42,0,0,0,574,424,3049,0,0,593,10530,4258,6272,59.56315289648623,3642,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,10034,0,0,0,0,0,4418,0,0,0,0,0,515,783,3126,0,0,966,10034,4418,5616,55.969703009766796,4092,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,0,0,7989,0,0,0,0,0,105,0,0,0,0,0,0,0,1,27,7989,105,7884,98.68569282763801,28,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,7582,0,8848,0,0,2327,4082,0,457,0,0,35,587,58,2510,0,194,2358,18757,4574,14183,75.61443727675001,5062,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,8705,0,2390,121,0,2021,3725,0,53,16,0,39,710,763,3304,0,20,908,13237,3833,9404,71.04328775402281,4232,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RV9,HUMBER TEACHING NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,879,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,909,1,908,99.8899889988999,0,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RVJ,NORTH BRISTOL NHS TRUST,NHS ENGLAND SOUTH WEST,9077,0,0,18,0,0,3607,0,0,8,0,0,523,564,3547,0,0,2554,9095,3615,5480,60.252886201209456,6101,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,NHS ENGLAND LONDON,11244,0,2167,1,0,0,3440,0,203,0,0,0,580,913,2150,0,0,110,13412,3643,9769,72.83775723232925,2260,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,13369,0,11794,0,0,0,6172,0,364,0,0,0,511,1208,2905,0,511,547,25163,6536,18627,74.02535468743791,3963,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,5067,0,10971,0,0,0,3116,0,31,0,0,0,353,65,1776,0,466,2541,16038,3147,12891,80.37785260007482,4783,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,0,0,2858,0,0,0,0,0,43,0,0,0,0,0,0,0,0,131,2858,43,2815,98.49545136459062,131,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RW4,MERSEY CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,13161,0,0,0,0,0,314,0,0,0,0,0,0,0,0,42,13161,314,12847,97.61416305751843,42,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,10124,0,4130,0,0,0,5408,0,315,0,0,0,798,856,3926,0,0,2284,14254,5723,8531,59.84986670408306,6210,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,17164,0,4565,0,0,0,7743,0,357,0,0,0,655,1595,5098,0,0,1276,21729,8100,13629,62.72262874499517,6374,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,NHS ENGLAND MIDLANDS,22688,1936,0,0,0,0,9253,150,0,0,0,0,1467,1017,7166,10,0,4096,24624,9403,15221,61.81367771280052,11272,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,NHS ENGLAND SOUTH EAST,18969,0,1934,1000,0,201,5286,0,25,207,0,3,910,629,2507,0,0,580,22104,5521,16583,75.02262034020991,3087,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,NHS ENGLAND EAST OF ENGLAND,8781,0,7633,0,0,797,3035,0,114,0,0,0,913,14,4624,0,0,706,17211,3149,14062,81.70356167567253,5330,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,NHS ENGLAND EAST OF ENGLAND,9586,0,8414,0,0,0,5582,0,63,0,0,0,698,334,2337,0,5,281,18000,5645,12355,68.63888888888889,2623,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWJ,STOCKPORT NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,8068,0,979,338,0,1523,3478,0,69,129,0,4,655,564,2693,0,80,1064,10908,3680,7228,66.26329299596627,3837,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,13731,0,5143,0,0,0,6952,0,56,0,0,0,865,1431,3226,0,0,885,18874,7008,11866,62.869556002967045,4111,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,6660,0,2682,302,0,113,3450,0,27,107,0,1,499,1063,1854,0,0,148,9757,3585,6172,63.25714871374398,2002,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,0,0,1325,0,0,0,0,0,14,0,0,0,0,0,0,0,34,0,1325,14,1311,98.94339622641509,34,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,15944,0,0,0,0,0,2970,0,0,0,0,0,1617,145,2969,0,0,177,15944,2970,12974,81.3723030607125,3146,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,12595,1893,9116,0,0,255,7716,184,1611,0,0,0,164,1027,3752,0,1244,4473,23859,9511,14348,60.13663607024603,9469,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,9503,0,2017,1806,0,1458,4576,0,41,0,0,0,225,197,3056,0,0,573,14784,4617,10167,68.77029220779221,3629,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXF,MID YORKSHIRE TEACHING NHS TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,16197,132,6201,124,0,109,6542,0,266,1,0,0,2350,1038,3391,0,131,836,22763,6809,15954,70.08742257171725,4358,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,,129,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,NHS ENGLAND MIDLANDS,11472,1136,7907,448,0,0,5655,190,67,198,0,0,723,645,2576,0,0,506,20963,6110,14853,70.85340838620426,3082,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,9001,0,9783,343,0,424,4500,0,230,133,0,0,578,650,2759,0,0,1651,19551,4863,14688,75.12659199017953,4410,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,12016,0,3179,209,0,140,4833,0,132,47,0,4,1163,523,3117,0,137,1299,15544,5016,10528,67.73031394750386,4553,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NHS ENGLAND NORTH EAST AND YORKSHIRE,12948,0,3631,0,0,7389,5904,0,0,0,0,0,2176,45,4623,0,0,881,23968,5904,18064,75.3671562082777,5504,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,NHS ENGLAND SOUTH EAST,9621,1253,3057,0,0,0,3889,0,56,0,0,0,158,469,3512,903,0,1239,13931,3945,9986,71.68186059866485,5654,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,NHS ENGLAND NORTH WEST,13668,0,11193,0,0,0,4842,0,766,0,0,0,304,1407,4058,0,117,1818,24861,5608,19253,77.44258074896425,5993,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,NHS ENGLAND MIDLANDS,10549,0,2471,0,0,0,5992,0,349,0,0,0,470,1601,3478,0,181,2227,13020,6341,6679,51.29800307219662,5886,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,3061,0,0,187,0,0,33,0,0,0,0,0,0,0,0,0,3248,33,3215,98.98399014778325,0,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,NHS ENGLAND EAST OF ENGLAND,0,0,1040,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1040,7,1033,99.32692307692308,0,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,NHS ENGLAND MIDLANDS,0,0,7660,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,7660,146,7514,98.09399477806788,0,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RY7,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,NHS ENGLAND NORTH WEST,0,0,2775,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,2775,281,2494,89.87387387387388,0,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,NHS ENGLAND MIDLANDS,0,0,6814,0,0,1748,0,0,212,0,0,27,0,0,0,0,0,0,8562,239,8323,97.2085961224013,0,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,NHS ENGLAND SOUTH WEST,0,0,1859,0,0,41,0,0,27,0,0,0,0,0,0,0,0,0,1900,27,1873,98.57894736842105,0,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,NHS ENGLAND MIDLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,75,0,0,0,,99,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,12325,3546,6817,0,0,611,5303,94,302,0,0,0,564,0,3471,3,0,1181,23299,5699,17600,75.53972273488132,4655,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,27280,1465,1692,1667,0,420,11503,23,221,499,0,3,952,1196,8697,22,59,1915,32524,12249,20275,62.33858074037634,10693,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,NHS ENGLAND LONDON,0,0,11622,0,0,569,0,0,195,0,0,11,0,0,0,0,0,0,12191,206,11985,98.31022885735379,0,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,NHS ENGLAND SOUTH EAST,0,0,6460,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,6460,38,6422,99.41176470588235,0,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,Y02428,PUTNOE WALK IN CENTRE,NHS ENGLAND EAST OF ENGLAND,0,0,2871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2871,0,2871,100.0,0,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,Y02532,MIRIAM MINOR EMERGENCY,NHS ENGLAND NORTH WEST,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,0,1700,100.0,0,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,Y02615,SOUTH BIRMINGHAM GP WALK IN CENTRE,NHS ENGLAND MIDLANDS,0,0,3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507,0,3507,100.0,0,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,Y02676,BRIGHTON STATION HEALTH CENTRE,NHS ENGLAND SOUTH EAST,0,0,1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1838,0,1838,100.0,0,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,Y03007,ERDINGTON GP HEALTH & WELLBEING WIC,NHS ENGLAND MIDLANDS,0,0,0,0,0,1865,0,0,0,0,0,0,0,0,0,0,0,0,1865,0,1865,100.0,0,Monthly-AE-January-2026-revised-3dker.csv
2026-01-01,Y03218,THE PINN UNREGISTERED WIC,NHS ENGLAND LONDON,0,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,0,897,100.0,0,Monthly-AE-January-2026-revised-3dker.csv
2026-02-01,8J094,BADGER LTD,NHS ENGLAND MIDLANDS,0,0,0,0,0,2121,0,0,0,0,0,0,0,0,0,0,0,0,2121,0,2121,100.0,0,February-2026-CSV-Dl8t54.csv
2026-02-01,AAH,TETBURY HOSPITAL TRUST LTD,NHS ENGLAND SOUTH WEST,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,537,100.0,0,February-2026-CSV-Dl8t54.csv
2026-02-01,ACH01,WHITSTABLE MEDICAL PRACTICE,NHS ENGLAND SOUTH EAST,0,0,4381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4381,0,4381,100.0,0,February-2026-CSV-Dl8t54.csv
2026-02-01,AD913,BECKENHAM BEACON UCC,NHS ENGLAND LONDON,0,0,3098,0,0,163,0,0,6,0,0,0,0,0,0,0,0,0,3261,6,3255,99.81600735970561,0,February-2026-CSV-Dl8t54.csv
2026-02-01,AJN,WORKINGTON HEALTH LIMITED,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,360,100.0,0,February-2026-CSV-Dl8t54.csv
2026-02-01,AQM01,FAVERSHAM MEDICAL PRACTICE MIU,NHS ENGLAND SOUTH EAST,0,0,2780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2780,0,2780,100.0,0,February-2026-CSV-Dl8t54.csv
2026-02-01,AQN04,PHL LYMINGTON UTC,NHS ENGLAND SOUTH EAST,0,0,2696,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,2699,7,2692,99.740644683216,0,February-2026-CSV-Dl8t54.csv
2026-02-01,ARN03,LOCAL CARE DIRECT,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,2209,0,0,194,0,0,9,0,0,0,0,0,0,0,0,0,2403,9,2394,99.62546816479401,0,February-2026-CSV-Dl8t54.csv
2026-02-01,C82009,MARKET HARBOROUGH MED.CTR,NHS ENGLAND MIDLANDS,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,281,100.0,0,February-2026-CSV-Dl8t54.csv
2026-02-01,C82038,LATHAM HOUSE MEDICAL PRACTICE,NHS ENGLAND MIDLANDS,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,295,100.0,0,February-2026-CSV-Dl8t54.csv
2026-02-01,C83023,SLEAFORD MEDICAL GROUP,NHS ENGLAND MIDLANDS,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,506,0,506,100.0,1,February-2026-CSV-Dl8t54.csv
2026-02-01,DJV01,HERNE BAY HEALTH CARE LTD,NHS ENGLAND SOUTH EAST,0,0,2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2444,0,2444,100.0,0,February-2026-CSV-Dl8t54.csv
2026-02-01,DT301,HERTS URGENT CARE (ASCOTS LANE),NHS ENGLAND EAST OF ENGLAND,0,0,1792,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,1792,110,1682,93.86160714285714,0,February-2026-CSV-Dl8t54.csv
2026-02-01,G0Q0L,BARKING HOSPITAL UTC,NHS ENGLAND LONDON,0,0,2696,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2696,18,2678,99.33234421364985,0,February-2026-CSV-Dl8t54.csv
2026-02-01,G3P9C,TROWBRIDGE MINOR INJURIES UNIT,NHS ENGLAND SOUTH WEST,0,0,989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,989,1,988,99.89888776541962,0,February-2026-CSV-Dl8t54.csv
2026-02-01,K6K0R,HAROLD WOOD POLYCLINIC UTC,NHS ENGLAND LONDON,0,0,2599,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2599,11,2588,99.57676029242016,0,February-2026-CSV-Dl8t54.csv
2026-02-01,L83087,OKEHAMPTON MEDICAL CENTRE,NHS ENGLAND SOUTH WEST,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,52,100.0,0,February-2026-CSV-Dl8t54.csv
2026-02-01,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,NHS ENGLAND SOUTH EAST,0,0,2041,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2041,4,2037,99.80401763841255,0,February-2026-CSV-Dl8t54.csv
2026-02-01,NL7,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),NHS ENGLAND MIDLANDS,0,0,2988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2988,0,2988,100.0,0,February-2026-CSV-Dl8t54.csv
2026-02-01,NLX,SIRONA CARE & HEALTH,NHS ENGLAND SOUTH WEST,0,0,7064,0,0,290,0,0,136,0,0,68,0,0,0,0,0,0,7354,204,7150,97.22599945607833,0,February-2026-CSV-Dl8t54.csv
2026-02-01,NNF09,BRANSHOLME HEALTH CENTRE,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,3846,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,3846,525,3321,86.34945397815913,0,February-2026-CSV-Dl8t54.csv
2026-02-01,NNF16,BRIDLINGTON HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,1526,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,1526,62,1464,95.93709043250328,0,February-2026-CSV-Dl8t54.csv
2026-02-01,NNF94,EAST RIDING COMMUNITY HOSPITAL,NHS ENGLAND NORTH EAST AND YORKSHIRE,0,0,3038,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,3038,212,2826,93.02172481895984,0,February-2026-CSV-Dl8t54.csv
